PassengerId,HomePlanet,CryoSleep,Cabin,Cabin_num,Cabin_port,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Name,Transported,TotalExpense
6862_02,0,0,6,1115,1,2,9,0,0,0,0,0,0,Dianie Mcfaddennon,0,0
6863_01,0,0,5,1311,1,2,25,0,0,10,909,0,17,Franda Patrichane,0,936
6864_01,1,1,0,71,0,2,13,0,0,0,0,0,0,Aske Scoudelle,1,0
6865_02,1,1,3,208,1,2,32,0,0,0,0,0,0,Errim Peducting,1,0
6866_01,1,0,2,253,1,0,20,0,0,17958,99,14,57,Gork Hetforhaft,1,18128
6866_02,1,0,2,253,1,0,40,0,6103,7570,860,13117,192,Dscha Hetforhaft,0,27842
6868_01,0,0,5,1427,0,2,18,0,0,18,73,2134,25,Jerek Brookenson,0,2250
6869_01,0,0,5,1428,0,2,21,0,0,0,901,3,0,Megany Philloway,0,904
6873_01,1,0,0,72,0,0,62,0,362,1049,46,104,829,Mesarix Hervel,1,2390
6879_01,0,1,6,1119,1,2,23,0,0,0,0,0,0,Joyces Englence,1,0
6880_01,2,0,5,1315,1,2,48,1,2191,0,172,1,0,Dunch Mepie,0,2364
6880_02,2,1,4,457,1,2,27,0,0,0,0,0,0,Gacke Mepie,0,0
6882_01,2,1,5,1430,0,0,32,0,0,0,0,0,0,Rail Dake,1,0
6882_02,2,0,4,438,0,2,53,0,0,0,0,0,0,Giamon Dake,0,0
6883_01,0,0,6,1120,1,2,26,0,0,0,1,0,398,Evaned Wolferguson,1,399
6887_01,0,0,6,1122,1,2,32,0,0,326,31,5,545,Beathy Patrichane,0,907
6891_01,2,0,3,215,0,2,27,0,725,0,1660,0,0,Treynx Casty,1,2385
6893_01,1,1,1,261,1,2,29,0,0,0,0,0,0,Winork Dreamspric,1,0
6894_01,2,1,5,1319,1,2,37,0,0,0,0,0,0,,1,0
6894_02,2,0,5,1319,1,2,0,0,0,0,0,0,0,Otlios Hacle,1,0
6895_01,1,0,2,220,0,2,25,0,0,4612,0,2585,1919,Ainon Conachets,0,9116
6896_02,2,0,5,1320,1,2,3,0,0,0,0,0,0,Goats Khake,1,0
6896_03,2,0,5,1320,1,2,9,0,0,0,0,0,0,Dies Khake,1,0
6899_01,1,0,0,73,0,2,59,0,0,0,0,0,0,Anyonon Coweboded,1,0
6900_01,0,1,6,1123,1,2,16,0,0,0,0,0,0,Kyley Hendrys,1,0
6901_01,2,0,5,1321,1,2,16,0,501,974,1164,0,0,Anch Opie,0,2639
6902_01,1,1,3,217,0,2,46,0,0,0,0,0,0,Strali Idalpus,1,0
6903_01,0,0,5,1431,0,1,25,0,0,1428,0,1483,0,Gabrin Woodwinez,0,2911
6905_01,0,0,5,1322,1,2,39,0,130,741,0,0,0,Vana Acobson,0,871
6905_02,0,0,4,460,1,2,15,0,0,0,0,938,44,Lilasa Acobson,0,982
6905_03,0,0,5,1322,1,0,16,0,43,3,750,0,0,Gaylah Acobson,1,796
6906_01,2,0,5,1432,0,2,35,0,1719,4389,1015,0,14,Elix Pelte,1,7137
6906_02,2,0,4,440,0,0,43,0,528,13,1583,11,0,Apies Bun,0,2135
6906_03,2,1,5,1432,0,2,7,0,0,0,0,0,0,Sesh Pelte,1,0
6907_01,0,1,6,1117,0,2,29,0,0,0,0,0,0,Louisa Mcmahoney,1,0
6908_01,1,0,2,254,1,2,60,0,0,960,46,854,17074,Sheleon Swinvul,0,18934
6910_01,0,0,6,1124,1,2,49,0,173,0,18,580,1,Carry Johnsondez,0,772
6911_01,2,0,5,1323,1,2,50,0,118,0,1041,0,0,Powhex Sutte,1,1159
6912_01,1,0,2,221,0,2,40,0,0,120,0,2814,318,Weino Slomed,0,3252
6913_01,2,1,5,1324,1,2,49,0,0,0,0,0,0,Slus Hacle,1,0
6915_01,2,1,5,1325,1,2,29,0,0,0,0,0,0,Chrets Conca,1,0
6917_01,2,0,5,1433,0,2,56,1,995,0,177,0,739,Proos Horte,0,1911
6918_01,0,1,6,1126,1,1,29,0,0,0,0,0,0,Neilda Barris,1,0
6920_01,0,0,4,462,1,2,29,0,0,10,0,5,975,Verek Wolferguson,0,990
6921_01,1,0,2,255,1,2,22,0,0,1914,2090,100,0,Sadrix Stersetery,1,4104
6921_03,1,0,2,255,1,2,23,0,69,6101,0,0,214,Grum Stersetery,1,6384
6921_04,1,0,2,255,1,2,28,1,0,14076,0,928,372,Dsch Stersetery,1,15376
6921_05,1,1,2,255,1,0,19,0,0,0,0,0,0,Arrain Fordulgaug,1,0
6921_06,1,0,2,255,1,2,32,0,0,89,0,8330,1,Azhah Stersetery,0,8420
6924_01,0,0,6,1127,1,2,37,0,0,0,0,0,0,Lilasa Solon,1,0
6925_01,0,0,6,1120,0,2,26,0,0,0,677,1,108,Juanie Hayerson,0,786
6928_01,0,0,4,463,1,2,25,0,439,0,0,557,0,Dont Bookerson,0,996
6928_02,0,0,6,1128,1,2,11,0,0,0,0,0,0,Jodye Bookerson,0,0
6929_01,0,0,6,1122,0,2,4,0,0,0,0,0,0,Nelly Llovers,1,0
6929_02,0,1,6,1122,0,2,32,0,0,0,0,0,0,Natha Llovers,1,0
6929_03,0,0,4,441,0,2,15,0,9,776,4,0,2,Tricki Llovers,1,791
6930_01,0,1,6,1129,1,2,17,0,0,0,0,0,0,Letta Howayery,1,0
6931_01,1,1,2,222,0,0,37,0,0,0,0,0,0,Spurin Amonsmane,1,0
6932_01,0,0,6,1130,1,2,20,0,559,0,83,112,0,Shaele Ewiseston,1,754
6934_01,2,0,5,1436,0,2,47,0,160,0,1232,36,0,Cats Nutty,1,1428
6937_01,0,1,6,1131,1,2,8,0,0,0,0,0,0,Robyna Petton,1,0
6939_01,0,0,6,1124,0,2,22,0,245,0,0,661,1,Blanie Bears,0,907
6940_01,2,0,5,1326,1,2,39,0,9,0,687,0,0,Goats Steen,1,696
6943_01,1,1,1,262,1,0,57,0,0,0,0,0,0,Mirakis Dynatic,1,0
6944_01,1,1,2,223,0,2,29,0,0,0,0,0,0,Alzird Gented,1,0
6946_01,0,0,5,1439,0,2,70,0,28,0,0,672,104,Samany Buckson,0,804
6947_01,1,1,1,264,1,2,13,0,0,0,0,0,0,Becruxa Coudered,1,0
6947_02,1,0,1,264,1,2,49,0,0,1757,0,797,567,Cellum Obnoble,1,3121
6949_01,0,0,4,464,1,0,25,0,0,12,851,19,103,Lolas Dillestron,0,985
6950_01,1,1,1,265,1,0,19,0,0,0,0,0,0,Alurops Pringry,1,0
6950_02,1,1,1,265,1,0,15,0,0,0,0,0,0,Medib Pringry,1,0
6951_01,1,0,3,219,0,2,37,0,26,2898,9,0,40,Vegas Lendly,1,2973
6957_01,1,0,1,266,1,2,26,0,135,2080,7,34,84,Minoton Sloweber,1,2340
6960_01,0,0,6,1135,1,1,25,0,60,0,0,0,777,Allyn Bonnondry,0,837
6962_01,0,0,6,1136,1,2,19,0,0,0,0,804,5,Dona Gibbsonton,0,809
6963_01,2,0,5,1328,1,2,20,0,3839,57,1967,4,2,Soyos Boste,0,5869
6964_01,0,0,5,1444,0,0,35,0,0,71,631,0,0,Lilasa Thonyderson,0,702
6966_01,0,0,5,1446,0,2,37,0,951,0,0,80,0,Leneva Freevenson,0,1031
6967_01,1,0,2,256,1,0,37,0,0,9965,0,5697,676,Winon Oilpfulle,0,16338
6968_01,0,0,5,1447,0,2,13,0,0,114,682,0,7,Dandra Yanton,0,803
6971_02,1,0,2,225,0,2,4,0,0,0,0,0,0,Chard Distured,1,0
6971_03,1,1,2,225,0,2,19,0,0,0,0,0,0,Alkaida Distured,1,0
6971_04,1,1,2,225,0,0,17,0,0,0,0,0,0,Asteron Distured,1,0
6971_05,1,0,2,225,0,0,28,0,0,4173,0,33,420,Schird Pretive,1,4626
6971_06,1,0,2,225,0,0,28,0,0,160,0,1538,1426,Terfak Distured,0,3124
6973_01,0,0,4,466,1,1,45,0,1,15,44,0,1541,Hary Owerson,0,1601
6977_01,0,1,6,1137,1,1,20,0,0,0,0,0,0,Rankie Burker,1,0
6977_02,0,0,6,1137,1,2,38,0,0,806,3,0,0,Jeret Burker,1,809
6978_01,0,0,4,446,0,0,24,0,0,893,0,4,8,Gwendy Chardsonnon,1,905
6979_01,0,0,4,447,0,2,22,0,712,6,70,0,0,Arla Morelly,0,788
6981_01,0,0,5,1332,1,1,41,0,0,0,0,0,628,Joanny Cainghannon,0,628
6982_01,0,1,6,1128,0,2,21,0,0,0,0,0,0,Johna Garnes,1,0
6984_02,2,1,5,1450,0,2,54,0,0,0,0,0,0,Peefox Hake,1,0
6984_03,2,0,5,1450,0,2,19,0,1962,0,1,641,0,Cupers Hake,0,2604
6988_02,1,0,2,226,0,2,28,0,0,4340,0,186,0,Azharga Obnoftle,1,4526
6991_01,1,0,1,233,0,0,38,0,0,692,0,3587,0,Kabiton Disivering,0,4279
6992_03,0,1,6,1131,0,2,27,0,0,0,0,0,0,Murie Bakerrison,1,0
6994_01,1,1,1,267,1,2,22,0,0,0,0,0,0,Bellus Obeaded,1,0
6994_02,1,0,1,267,1,2,20,0,0,275,1690,580,5499,Alwaide Bagetvable,0,8044
6995_01,0,0,5,1334,1,0,24,0,0,58,618,0,41,Stany Hamberterry,0,717
6996_01,0,0,5,1452,0,0,34,0,0,442,175,79,3,Tricki Whitledges,0,699
6997_01,2,0,3,220,0,2,42,0,1058,0,0,0,0,Vulark Sfin,0,1058
6997_02,2,0,5,1453,0,2,24,0,2261,0,95,10,0,Weet Sfin,0,2366
6998_01,0,0,5,1454,0,2,28,0,0,0,285,136,337,Irmark Griffy,0,758
6999_01,2,0,4,449,0,2,29,0,907,0,0,142,0,Mites Buth,0,1049
7001_01,1,1,3,213,1,2,31,0,0,0,0,0,0,Majora Guieroolow,1,0
7002_01,0,0,6,1141,1,2,29,0,888,0,1,0,0,Rickie Mickersones,0,889
7005_01,0,0,5,1338,1,0,16,0,0,17,1211,0,25,Card Castron,1,1253
7007_01,1,0,4,450,0,2,27,0,0,2897,659,485,11,Luxons Bradissive,1,4052
7008_01,0,0,5,1339,1,2,23,0,779,7,9,9,0,Berta Philliames,0,804
7010_02,0,0,5,1340,1,2,30,0,0,6,0,0,1435,,1,1441
7011_01,0,0,5,1455,0,2,24,0,468,0,163,0,0,Coreee Wagnerray,0,631
7013_01,0,1,6,1144,1,2,36,0,0,0,0,0,0,Fayene Lardy,1,0
7014_01,1,0,2,257,1,0,25,0,0,3512,20,24,1459,Edar Speery,1,5015
7015_01,1,1,2,227,0,2,29,0,0,0,0,0,0,Geons Geadle,1,0
7016_01,0,1,6,1132,0,1,21,0,0,0,0,0,0,Sadine Rosalanenn,0,0
7017_01,0,1,6,1133,0,2,26,0,0,0,0,0,0,Netty Watkinsley,1,0
7018_01,2,0,4,467,1,2,30,0,0,0,0,0,0,Set Sturt,0,0
7019_01,0,0,5,1457,0,2,31,0,0,0,717,0,0,Fayen Nasquez,0,717
7019_02,0,0,5,1457,0,2,20,0,0,750,957,0,722,Kurta Nasquez,0,2429
7021_01,0,1,6,1146,1,0,33,0,0,0,0,0,0,Loree Lerez,1,0
7022_01,1,0,3,215,1,2,35,0,0,5552,6,8,226,Wimps Bleling,1,5792
7022_02,1,0,3,215,1,2,46,0,0,664,0,2,2177,Mesonon Bleling,0,2843
7025_01,0,1,6,1147,1,2,63,0,0,0,0,0,0,Des Willangsey,1,0
7026_01,1,0,0,86,1,0,37,0,0,1678,0,36,3128,Alpha Amonsmane,0,4842
7028_01,0,0,6,1148,1,0,5,0,0,0,0,0,0,Dandra Reyervaney,1,0
7029_01,0,0,5,1458,0,2,20,0,0,0,2330,120,0,Eriney Cardsay,1,2450
7029_02,0,1,5,1458,0,1,49,0,0,0,0,0,0,Tine Cardsay,0,0
7031_01,0,0,6,1135,0,2,3,0,0,0,0,0,0,Mamina Mcphernard,1,0
7036_01,0,1,6,1136,0,2,14,0,0,0,0,0,0,Glena Fryan,1,0
7037_01,2,0,3,216,1,2,26,0,782,0,0,2503,1,Caper Lacke,0,3286
7038_01,0,1,6,1137,0,2,51,0,0,0,0,0,0,Dwin Dorsenry,0,0
7040_01,0,1,6,1150,1,2,16,0,0,0,0,0,0,Gileen Mcphernard,1,0
7041_01,2,1,5,1343,1,2,18,0,0,0,0,0,0,Picers Panie,1,0
7044_01,2,0,3,221,0,2,24,0,235,0,1642,1042,229,Losp Reake,0,3148
7045_01,2,0,3,222,0,0,19,0,1043,0,138,0,0,Range Bara,0,1181
7047_01,0,1,6,1152,1,0,21,0,0,0,0,0,0,Ryany Wilderssen,1,0
7048_01,0,0,5,1462,0,2,24,0,332,9,356,0,0,Weney Freevenson,0,697
7049_01,0,1,6,1153,1,2,21,0,0,0,0,0,0,Nelly Gallencis,1,0
7050_01,0,0,5,1344,1,2,13,0,0,999,0,0,4,Ally Mcintons,1,1003
7051_01,2,0,3,223,0,2,39,0,42,0,352,1,369,Jele Mad,0,764
7056_01,1,0,3,217,1,0,43,0,0,2093,0,3409,30,Alramix Secont,0,5532
7057_01,2,0,5,1346,1,2,19,0,3332,878,926,781,0,Graven Lacke,0,5917
7059_01,0,1,6,1154,1,2,52,0,0,0,0,0,0,Jord Steeletters,1,0
7061_01,0,0,6,1156,1,2,16,0,4,1666,0,35,40,Celina Kellson,1,1745
7062_01,0,0,5,1464,0,2,21,0,0,13,0,720,170,Benda Fryan,0,903
7068_01,0,0,5,1350,1,1,45,0,0,0,0,0,595,Irmark Mcfaddenson,0,595
7069_01,0,0,4,472,1,2,22,0,0,125,0,663,0,,0,788
7069_03,0,0,6,1159,1,2,0,0,0,0,0,0,0,Ericky Waltonnedy,1,0
7071_01,0,0,6,1160,1,1,63,0,526,2,0,0,0,Wilmay Bushallert,0,528
7074_01,0,1,6,1162,1,2,1,0,0,0,0,0,0,Leria Denashipson,1,0
7077_01,0,0,5,1353,1,2,36,0,21,0,844,0,0,Idarry Oneidson,0,865
7078_01,0,0,6,1163,1,2,13,0,244,0,100,423,14,Hard Wartyson,0,781
7079_01,0,0,5,1354,1,0,13,0,0,722,0,37,8,Violey Woodwinton,0,767
7080_01,0,1,6,1140,0,0,37,0,0,0,0,0,0,Jonaye Carpennels,1,0
7082_01,0,0,4,473,1,2,44,0,143,47,0,717,87,Benew Carezquez,0,994
7083_01,1,1,2,259,1,2,32,0,0,0,0,0,0,Betenar Pirejus,1,0
7084_01,0,0,5,1355,1,0,26,0,0,158,0,0,912,Faithy Hunterton,0,1070
7085_01,2,0,5,1466,0,2,62,0,453,1,1911,0,0,Stech Pread,0,2365
7085_02,2,1,5,1466,0,0,2,0,0,0,0,0,0,Kokrus Pread,1,0
7085_03,2,1,5,1466,0,2,1,0,0,0,0,0,0,Latsts Purle,1,0
7086_01,0,0,5,1467,0,2,24,0,590,0,1,168,16,Juline Hamcmahon,0,775
7087_01,0,1,6,1141,0,2,1,0,0,0,0,0,0,Dennie Moreman,1,0
7088_01,0,0,5,1468,0,2,63,0,0,742,0,125,3,Rossie Berges,0,870
7089_01,1,0,3,218,1,2,20,0,1040,2487,0,174,182,Antinon Inging,1,3883
7091_01,0,1,6,1142,0,2,32,0,0,0,0,0,0,Cassa Garrincent,1,0
7092_01,0,0,5,1470,0,2,24,0,61,397,185,1,0,Sall Gaineyerson,1,644
7093_01,0,1,6,1143,0,2,32,0,0,0,0,0,0,Annya Patthews,0,0
7094_01,1,0,4,454,0,2,36,0,10,2478,2080,19,328,Preo Sloweber,1,4915
7095_01,0,1,6,1144,0,1,13,0,0,0,0,0,0,Nichad Patteraley,1,0
7096_01,1,1,2,260,1,2,29,0,0,0,0,0,0,Nunkib Tashal,1,0
7096_02,1,0,2,260,1,2,27,0,0,14,0,0,2325,Tauria Tashal,0,2339
7096_03,1,1,2,260,1,2,30,0,0,0,0,0,0,Aspica Tashal,1,0
7097_01,1,0,0,75,0,0,27,0,0,44,4761,5,41,Altanin Dedometeel,1,4851
7097_02,1,0,0,75,0,2,14,0,0,3124,40,219,189,Kumark Dedometeel,0,3572
7097_03,1,0,0,75,0,2,32,1,527,1863,0,417,2905,Giedia Dedometeel,0,5712
7097_04,1,0,0,75,0,0,33,1,0,16,12,2349,12,Sulah Poilsive,0,2389
7098_01,0,0,5,1356,1,2,35,0,3,0,651,0,78,Joanny Guerson,1,732
7106_01,2,1,5,1357,1,2,18,0,0,0,0,0,0,Oalls Derry,1,0
7109_01,1,0,1,268,1,0,49,0,0,7683,0,13016,0,Goros Healted,0,20699
7110_01,0,0,5,1358,1,1,23,0,0,3,0,0,546,Lyney Berges,0,549
7111_01,2,0,5,1359,1,2,24,0,1058,0,0,280,0,Pon Sche,0,1338
7113_01,0,0,5,1361,1,2,24,0,0,0,0,0,757,Kris Simstravery,0,757
7113_02,0,0,5,1361,1,0,23,0,9,1,0,492,109,Ivanne Simstravery,1,611
7114_01,0,0,5,1362,1,2,24,0,0,489,21,0,184,Camiet Ricklaney,0,694
7116_01,0,1,6,1146,0,1,26,0,0,0,0,0,0,Allyny Burchard,0,0
7117_01,1,1,1,236,0,0,28,0,0,0,0,0,0,Alasmon Secont,1,0
7118_01,0,0,5,1475,0,1,17,0,0,1381,2,0,0,Jimmya Campson,0,1383
7119_01,0,0,5,1476,0,2,20,0,415,479,0,1019,239,Blancy Morrows,0,2152
7120_01,0,0,5,1363,1,2,22,0,0,0,0,0,1201,Joandy Rutler,0,1201
7121_01,1,1,1,269,1,0,23,0,0,0,0,0,0,Alkurak Dressink,1,0
7121_02,1,1,1,269,1,0,22,0,0,0,0,0,0,Pulchib Dressink,1,0
7128_01,1,0,1,238,0,0,37,0,1,4462,1,9206,3,Mirara Catimod,0,13673
7128_02,1,0,1,238,0,0,44,0,0,4322,3,153,52,Raston Dightent,1,4530
7128_03,1,0,1,238,0,0,34,0,0,2612,1,131,2714,Polah Dightent,0,5458
7132_01,0,0,6,1165,1,0,23,0,602,0,0,0,24,Dandy Hamcmahon,0,626
7133_01,0,0,5,1368,1,2,18,0,457,0,11,335,0,Tammyl Delangleton,0,803
7134_01,0,1,6,1148,0,1,18,0,0,0,0,0,0,Heidie Kimpson,1,0
7140_01,0,0,5,1371,1,2,18,0,0,10,0,0,738,Ninald Fryersonis,0,748
7142_01,2,0,4,474,1,2,22,0,0,0,1128,0,45,Muew Pre,0,1173
7142_02,2,0,4,474,1,2,10,0,0,0,0,0,0,Gibil Pre,1,0
7143_01,2,0,5,1372,1,2,31,0,907,0,437,2,0,Losp Buche,0,1346
7144_01,0,1,6,1150,0,2,48,0,0,0,0,0,0,Heald Snowaney,0,0
7148_01,1,0,0,87,1,0,51,1,0,287,0,1442,66,Ranark Patimonne,1,1795
7149_01,2,1,5,1482,0,1,25,0,0,0,0,0,0,Clech Dato,1,0
7151_01,2,0,4,459,0,2,32,0,288,0,592,670,40,Tops Chen,0,1590
7152_01,0,0,6,1167,1,2,8,0,0,0,0,0,0,Diandi Domington,1,0
7152_02,0,1,6,1167,1,1,49,0,0,0,0,0,0,Royce Domington,1,0
7155_01,0,0,5,1375,1,1,28,0,0,0,0,669,16,Troyra Cames,0,685
7156_01,2,0,4,475,1,2,3,0,0,0,0,0,0,Lig Ramad,1,0
7156_03,2,1,4,475,1,2,31,0,0,0,0,0,0,Pigars Ramad,1,0
7156_04,2,0,4,475,1,2,11,0,0,0,0,0,0,Mele Ramad,1,0
7157_02,2,0,3,219,1,2,33,0,1631,0,754,0,0,Terek Must,0,2385
7159_01,1,1,2,263,1,1,32,0,0,0,0,0,0,Alrairk Perable,1,0
7160_01,0,1,6,1152,0,2,20,0,0,0,0,0,0,Pennie Headardyer,1,0
7161_01,1,0,4,476,1,2,33,0,0,3624,0,1537,498,Schyon Gealably,0,5659
7165_01,2,1,5,1377,1,2,18,0,0,0,0,0,0,Hal Walé,1,0
7166_01,2,0,5,1378,1,2,19,0,862,0,5,2032,0,Cinst Purte,0,2899
7167_01,1,0,1,270,1,0,33,0,0,3676,0,1743,1,Dyonif Noxnuther,1,5420
7170_01,0,1,6,1154,0,1,31,0,0,0,0,0,0,Hellia Peckerson,0,0
7171_01,0,1,6,1155,0,2,37,0,0,0,0,0,0,Stancy Wardendez,1,0
7173_01,0,1,6,1156,0,1,19,0,0,0,0,0,0,Cline Alldson,1,0
7175_01,0,0,5,1486,0,2,18,0,0,0,773,0,4,Lulah Ramoran,0,777
7176_01,1,1,2,232,0,0,47,0,0,0,0,0,0,Caston Chhaft,1,0
7176_02,1,0,2,232,0,2,26,0,0,6050,0,662,920,Kochard Chhaft,0,7632
7176_03,1,0,2,232,0,2,25,0,0,3590,0,27,0,Sadlami Chhaft,1,3617
7179_01,0,0,4,460,0,2,53,0,3,2251,0,95,12,Denis Mullon,1,2361
7180_01,0,0,4,478,1,2,38,0,0,338,0,453,0,Tany Cardners,0,791
7184_01,0,0,6,1170,1,2,18,0,3,688,0,0,23,Eriana Barnoldeney,1,714
7186_01,1,1,4,461,0,2,14,0,0,0,0,0,0,Aske Pretive,1,0
7186_03,1,0,4,461,0,2,44,0,0,0,16,72,4304,Weias Mosteraked,0,4392
7187_01,0,1,6,1158,0,1,28,0,0,0,0,0,0,Agnesa Olshaffey,1,0
7188_01,1,0,2,233,0,2,2,0,0,0,0,0,0,Muonus Imingle,1,0
7188_02,1,0,2,233,0,2,28,0,0,2896,46,5248,8169,Taura Imingle,0,16359
7188_03,1,1,2,233,0,2,27,1,0,0,0,0,0,Halsham Imingle,1,0
7189_01,1,1,2,234,0,2,29,0,0,0,0,0,0,Auvara Cowtale,1,0
7191_01,0,0,5,1490,0,2,14,0,0,0,766,0,0,Wenny Bushafford,0,766
7192_01,0,1,6,1172,1,2,17,0,0,0,0,0,0,Geney Hayertez,1,0
7193_01,0,0,5,1381,1,2,35,0,150,0,96,638,0,Vanez Whitersone,1,884
7200_01,1,0,2,264,1,2,37,0,300,3434,0,1,171,Aldah Coustive,1,3906
7202_01,0,0,4,462,0,2,37,0,541,38,713,316,0,Idave Burksson,0,1608
7203_01,0,0,4,463,0,2,24,0,1,194,0,0,632,Jorgie Reenon,1,827
7206_01,0,0,5,1387,1,2,38,0,622,1319,42,1,444,Dell Daughessey,0,2428
7207_01,0,1,6,1160,0,2,28,0,0,0,0,0,0,Lynney Burksson,1,0
7208_01,0,0,6,1161,0,2,0,0,0,0,0,0,0,Nelle Gibbsonton,1,0
7208_02,0,0,5,1492,0,2,16,0,23,479,0,0,373,Alene Gibbsonton,0,875
7210_01,0,0,5,1493,0,2,25,0,0,0,879,0,0,Jonard Puckenton,0,879
7215_01,2,1,5,1494,0,2,24,0,0,0,0,0,0,Sceros Erte,1,0
7216_01,0,0,4,464,0,1,37,0,501,0,179,1,0,Gerte Owery,1,681
7217_01,2,0,5,1495,0,2,21,0,21,0,874,226,0,Bleda Pead,1,1121
7219_01,1,0,2,235,0,2,0,0,0,0,0,0,0,Taraid Arible,1,0
7219_02,1,1,2,235,0,2,2,0,0,0,0,0,0,Pheino Arible,0,0
7219_03,1,1,2,235,0,2,64,0,0,0,0,0,0,Dirk Arible,1,0
7219_05,1,1,2,235,0,2,40,0,0,0,0,0,0,Anchab Arible,1,0
7219_06,1,0,2,235,0,2,32,0,0,163,0,6953,50,Isoton Arible,0,7166
7221_01,1,0,1,239,0,0,54,1,0,316,1,2038,388,Sulatik Sonofmory,0,2743
7225_01,1,0,0,77,0,0,37,0,0,1379,130,1488,75,Hasim Fawnsive,0,3072
7226_01,2,0,4,481,1,2,20,0,3191,0,211,21,117,Naffsh Reke,0,3540
7227_01,2,0,5,1497,0,2,22,0,741,0,1028,0,0,Widin Vlake,0,1769
7229_01,0,0,5,1391,1,1,57,0,0,1,0,664,19,Gaylah Leonadorsen,0,684
7230_01,0,1,6,1177,1,2,34,0,0,0,0,0,0,Trice Blancoy,1,0
7232_01,1,0,1,240,0,2,51,0,0,980,273,2775,419,Auvair Seatearing,0,4447
7233_01,2,1,4,465,0,2,47,0,0,0,0,0,0,Cles Wala,0,0
7234_01,0,0,6,1163,0,2,22,0,593,34,0,0,0,Annard Merce,0,627
7240_01,2,0,5,1392,1,2,39,0,197,0,2401,0,0,Oaters Kad,1,2598
7240_02,2,0,5,1392,1,2,18,0,49,0,2885,1,0,Sunk Kad,1,2935
7242_01,1,1,1,273,1,0,30,0,0,0,0,0,0,Errak Reeddommy,1,0
7246_01,2,0,5,1395,1,2,45,0,1781,0,17,0,23,Pefox Khaf,0,1821
7247_01,0,0,5,1396,1,2,30,0,0,0,0,0,1150,Chrisa Hurchanney,0,1150
7249_02,2,0,5,1397,1,2,0,0,0,0,0,0,0,Jetax Burle,1,0
7250_01,2,0,5,1501,0,0,51,0,40,716,1907,0,0,Pold Chmad,1,2663
7252_01,2,0,4,466,0,2,22,0,100,0,1050,0,23,Diedow Sacy,0,1173
7253_01,1,0,3,225,0,2,26,0,0,896,0,690,1,Alaron Obedaming,1,1587
7255_01,0,0,6,1166,0,2,10,0,0,0,0,0,0,Verney Paynard,0,0
7256_01,0,0,4,484,1,2,21,0,42,606,1,38,100,Lynnie Scottney,0,787
7257_01,0,1,6,1167,0,0,14,0,0,0,0,0,0,Rica Gardsondez,1,0
7258_01,0,0,5,1502,0,2,43,0,473,1390,0,0,0,,1,1863
7259_01,0,0,5,1503,0,1,22,0,28,194,2,0,370,Sterry Meadoney,1,594
7260_01,0,0,5,1398,1,2,22,0,401,0,196,0,126,Sony Woodwardy,0,723
7261_01,0,1,6,1168,0,1,23,0,0,0,0,0,0,Rician Mondsey,1,0
7267_01,1,1,2,265,1,2,25,0,0,0,0,0,0,Tark String,1,0
7267_02,1,0,2,265,1,2,35,0,0,0,0,0,0,Chelik String,1,0
7268_01,0,0,4,468,0,2,30,0,0,0,0,27,764,Karene Hayerson,0,791
7270_01,0,1,6,1170,0,2,37,0,0,0,0,0,0,Hillie Garden,1,0
7271_01,0,0,6,1171,0,0,21,0,61,201,222,161,60,,0,705
7273_01,0,0,6,1183,1,0,36,0,207,0,450,94,0,Jaimer Pacerty,1,751
7274_01,0,0,5,1506,0,2,13,0,305,582,12,19,0,Loria Woodwinton,0,918
7276_01,0,0,5,1507,0,0,22,0,0,642,0,52,0,Bland Spentley,0,694
7279_01,1,1,2,236,0,0,38,0,0,0,0,0,0,Halsham Prombled,1,0
7280_01,2,0,5,1508,0,2,34,0,5959,0,3,0,0,Pix Stike,0,5962
7285_01,0,1,6,1185,1,1,36,0,0,0,0,0,0,Francy Gainney,1,0
7289_01,1,0,0,78,0,0,52,0,360,1314,8,641,66,Naschab Purellliss,1,2389
7290_01,1,1,3,227,0,0,32,0,0,0,0,0,0,Cheleon Bruthydre,1,0
7290_02,1,1,3,227,0,0,35,0,0,0,0,0,0,,1,0
7290_04,1,0,3,227,0,2,36,0,83,1186,0,2160,736,Altara Bruthydre,0,4165
7290_05,1,0,3,227,0,2,36,0,31,3585,31,1400,0,Suhaino Bruthydre,0,5047
7296_01,2,0,3,228,0,2,33,0,627,0,171,254,130,Pon Blane,0,1182
7297_01,0,0,6,1188,1,2,40,0,678,0,229,0,0,,0,907
7300_01,0,0,6,1189,1,2,35,0,0,0,885,0,0,Joana Emenez,1,885
7301_01,2,1,5,1511,0,2,29,0,0,0,0,0,0,Fres Facke,1,0
7302_01,2,0,4,486,1,2,33,0,728,0,285,0,0,Rish Fle,0,1013
7303_01,0,0,4,487,1,2,51,0,3,33,12,38,896,Lonnez Adavisons,0,982
7305_01,0,1,6,1190,1,2,41,0,0,0,0,0,0,Kaye Strongers,1,0
7306_01,0,0,4,471,0,0,26,0,1,0,0,0,718,Toniel Stroyledgez,1,719
7307_01,0,0,5,1405,1,2,39,0,19,102,0,678,0,Velyne Hubbarton,0,799
7309_01,2,0,5,1513,0,2,14,0,738,5,297,0,0,Bases Kinad,0,1040
